vendor_name,vendor_slug,product_name,sku,size_label,listed_price_usd,price_per_mg_usd,lot_or_batch,lab_name,lab_id,verification_status,verified,janoshik_unique_key,janoshik_task_number,purity_pct,coa_url,analytes_present,commissioning_party,data_quality,endotoxin,enforcement_risk_flags,entity_type,id,methods_present,notes,peptide_identity,pharmacy_lists_peptide,scraped_at,source_url,sterility_status,strength_mg,vendor_url,verification_key_present
BioInfinity Lab,bioinfinity_lab,5-Amino-1MQ (5 mg),BIL-BATCH-01-2602,5 mg,40.0,8.0,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.71,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_71d178c51f61f0e4,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-25. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,5-Amino-1MQ,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,CJC-1295 / Ipamorelin CP10 (5+5 mg),BIL-CP10-01-2602,5+5 mg,95.0,19.0,BIL-CP10-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.57,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_a26c85663d45933c,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,CJC-1295 / Ipamorelin CP10,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,BPC-157 / TB-500 BB10 (5+5 mg),BIL-BB10-01-2602,5+5 mg,,,BIL-BB10-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.94,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,[],RUO,pqi_c96a4e5a86424d21,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-04. Individual COA PDF not opened this pilot — purity as published on library table.,BPC-157 / TB-500 BB10,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,5.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,5-Amino-1MQ (10 mg),BIL-BATCH-01-2602,10 mg,65.0,6.5,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.71,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_b768c162d431ad0e,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-02-25. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,5-Amino-1MQ,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,BPC-157 (10 mg),BIL-BATCH-01-2602,10 mg,80.0,8.0,BIL-BATCH-01-2602,Verum Analytics,other,vendor_pdf,False,,,99.89,https://www.bioinfinitylab.com/coa-library,['purity'],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_175b24f00e09a9bd,"['HPLC-UV', 'MS']",Vendor COA library row; lab listed as Verum Analytics; test date 2026-03-01. Individual COA PDF not opened this pilot — purity as published on library table. NOTE: shared batch code BIL-BATCH-01-2602 appears across multiple distinct products on library — treat lot linkage with caution.,BPC-157,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/coa-library,unknown,10.0,https://www.bioinfinitylab.com/,False
BioInfinity Lab,bioinfinity_lab,Bacteriostatic Water 10 ml,,10 ml,22.0,,,,unknown,unverified,False,,,,,[],vendor,product_price_only,,['bac_water_kit_sold_alongside_peptides'],RUO,pqi_ab3e71bc0b6415a9,[],Non-peptide accessory on RUO storefront; flagged for enforcement_risk context only. Not a peptide COA row.,,,2026-08-22T23:59:13Z,https://www.bioinfinitylab.com/shop,unknown,,https://www.bioinfinitylab.com/,False
Evo Labs Research,evolabs_research,BPC-157 5mg,bpc-157,5mg,39.99,7.998,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_3c680e7cd2e2b066,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,BPC-157,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,5.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,BPC-157 10mg,bpc-157,10mg,49.99,4.999,EVO5212026,Kovera Labs,other,client_pdf_only,False,,,99.749,https://jkhcsjvsmvdnehrrlrud.supabase.co/storage/v1/object/public/coa/bpc-157.pdf,"['purity', 'net_content', 'identity', 'endotoxin']",vendor,complete_lot_coa,PASS (≤0.5 EU/mL screen),['shared_batch_code_across_products'],RUO,pqi_b8429714645cee00,"['HPLC', 'LC-MS']","Kovera Labs PDF read (report KVR-2026-423BF8, certified 05/29/2026). Client: Evolabs Research. Labeled 10mg; net content 11.31 mg; identity LC-MS BPC-157. Portal re-check at koveralabs.com/verify not completed this pilot (access code required).",BPC-157,,2026-08-22T23:59:13Z,https://jkhcsjvsmvdnehrrlrud.supabase.co/storage/v1/object/public/coa/bpc-157.pdf,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,BPC-157 + TB-500 20mg,bpc-157-tb-500,20mg,109.99,5.4995,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_357833878e166112,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,BPC-157 + TB-500,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,20.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,CJC-1295 + Ipamorelin,cjc-1295-w-o-dac-5mgipamorelin-5mg,,69.99,,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_a662827d5884d8f2,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,CJC-1295 + Ipamorelin,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,DSIP 15mg,dsip,15mg,44.99,2.9993,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_9269ab8ec3c3a53e,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,DSIP,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,15.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,Epithalon 10mg,epithalon,10mg,39.99,3.999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_0b8bbd0676883f01,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,Epithalon,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GHK-Cu 50mg,ghk-cu,50mg,39.99,0.7998,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_7da98943cca5ba42,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,GHK-Cu,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,50.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,KLOW 80mg,klow,80mg,119.99,1.4999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_2075f5e431beccbf,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,KLOW,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,80.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,KPV 10mg,kpv,10mg,49.99,4.999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_a83702cc73a7c157,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,KPV,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,MOTS-C 10mg,mots-c,10mg,49.99,4.999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_6ed31908e41fda54,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,MOTS-C,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,MT-2 10mg,mt-2-melanotan-ii,10mg,39.99,3.999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_b6de07112dc978c9,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,MT-2,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,NAD+ 500mg,nad,500mg,69.99,0.14,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_452d49988c5d2cf9,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,NAD+,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,500.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,PT-141 10mg,pt-141,10mg,39.99,3.999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_ffddf42e648e2632,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,PT-141,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,Semax 10mg,semax,10mg,39.99,3.999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_51fa96d4331333c1,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,Semax,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,SNAP-8 10mg,snap-8,10mg,34.99,3.499,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_765708d91daa37f6,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,SNAP-8,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,Tesamorelin 10mg,tesa,10mg,69.99,6.999,EVO5212026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_78de3e09cdf1e5c8,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code EVO5212026 used across multiple compounds on hub.,Tesamorelin,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-3 (R) 5mg,glp-3-r,5mg,49.99,9.998,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_036f0f7fa54fdc7d,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-3 (R),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,5.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-3 (R) 10mg,glp-3-r,10mg,69.99,6.999,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_b05f0a8ba4ad9f11,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-3 (R),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-3 (R) 20mg,glp-3-r,20mg,119.99,5.9995,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_851d9530a6f7952e,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-3 (R),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,20.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-3 (R) 30mg,glp-3-r,30mg,169.99,5.6663,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_f109f255c8fdae7a,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-3 (R),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,30.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-2 (T) 5mg,glp-2-t,5mg,49.99,9.998,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_61553fc3d3cc2334,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-2 (T),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,5.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-2 (T) 10mg,glp-2-t,10mg,69.99,6.999,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_ad4e5256e660e7bd,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-2 (T),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-2 (T) 20mg,glp-2-t,20mg,119.99,5.9995,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_d9b30f0538f967c5,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-2 (T),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,20.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-1 (S) 15mg,glp-1-s,15mg,94.99,6.3327,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_d653b2ff515660fb,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-1 (S),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,15.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-1 (S) 10mg,glp-1-s,10mg,74.99,7.499,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_82f4428c9badb495,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-1 (S),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-1 (S) 20mg,glp-1-s,20mg,114.99,5.7495,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_f746a4988ff0b0fd,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-1 (S),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,20.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-1 (S) 30mg,glp-1-s,30mg,144.99,4.833,04042026,Kovera Labs,other,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_6847492a05aae975,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 04042026 used across multiple compounds on hub.,GLP-1 (S),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,30.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,EVO-Rt,,,,,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_76771c750e395615,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,EVO-Rt,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLP-2 (T) 30mg,glp-2-t,30mg,149.99,4.9997,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_c93d578922113441,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,GLP-2 (T),,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,30.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,SS31 10mg,ss31,10mg,69.99,6.999,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_ee31f81d17a8bde7,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,SS31,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,EVO-Cag 10mg,cagrilintide,10mg,79.99,7.999,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,"['glp_analog_or_metabolic_peptide_listed', 'shared_batch_code_across_products']",RUO,pqi_ba85c521425bbe5c,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,EVO-Cag,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,KLOW 80mg,klow,80mg,119.99,1.4999,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_843acb9b55701ea3,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,KLOW,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,80.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,GLOW 70mg,glow,70mg,109.99,1.5713,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_9b4b8466d28d1a0b,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,GLOW,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,70.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,5-Amino-1MQ 5mg,5-amino-1-mq,5mg,49.99,9.998,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_31908d139475c5b2,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,5-Amino-1MQ,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,5.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,Glutathione 1500mg,glutathione,1500mg,69.99,0.0467,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_86f9188d587548a4,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,Glutathione,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,1500.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,IGF-1 LR3,,,,,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_11ed04e66a17a5e5,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,IGF-1 LR3,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,BPC-157 + TB-500 20mg,bpc-157-tb-500,20mg,109.99,5.4995,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_dc9b3d86aee9a416,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,BPC-157 + TB-500,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,20.0,https://evolabsresearch.co/,False
Evo Labs Research,evolabs_research,Tesa 10mg,tesa,10mg,69.99,6.999,201125,Janoshik Analytical,janoshik,vendor_pdf,False,,,,https://evolabsresearch.co/coa,[],vendor,complete_lot_coa,,['shared_batch_code_across_products'],RUO,pqi_7d1bf23c62e1dd4c,"['HPLC', 'MS']",Hub lists batch with marketing 99%+ only — numeric purity NOT taken from hub. Dual-lab claim Janoshik & Kovera on site. Shared batch code 201125 used across multiple compounds on hub.,Tesa,,2026-08-22T23:59:13Z,https://evolabsresearch.co/coa,unknown,10.0,https://evolabsresearch.co/,False
